Won,Kills,Deaths,Assists,Dragons,Minions killed
blue,7,6,5,0,189
blue,10,2,11,0,201
red,3,4,3,0,215
blue,7,4,5,1,262
blue,7,5,5,1,237
blue,8,7,5,1,246
blue,13,5,9,0,205
blue,3,2,1,0,253
blue,7,9,10,1,206
blue,5,2,5,1,216
red,6,9,6,0,196
blue,12,4,5,0,226
blue,9,6,8,1,220
blue,7,6,7,0,206
red,1,11,1,0,164
blue,2,4,2,1,227
blue,11,9,5,0,234
red,7,4,5,1,231
blue,11,10,8,0,202
red,6,8,3,0,207
blue,7,7,8,0,171
red,5,7,2,0,225
blue,8,4,11,0,206
blue,10,8,7,0,184
blue,5,8,2,1,230
blue,8,2,15,0,209
red,8,5,8,1,198
red,9,7,10,0,220
red,7,9,12,0,210
red,6,10,5,0,195
red,5,5,6,0,234
blue,7,6,6,1,220
red,6,7,8,0,199
blue,7,5,6,0,240
blue,4,2,4,0,234
blue,4,8,4,0,214
blue,5,3,5,0,241
blue,3,5,5,1,228
red,4,9,2,0,192
red,4,9,4,0,233
red,3,10,6,0,212
blue,9,3,12,1,232
blue,7,3,13,1,225
red,2,4,1,0,240
red,8,6,8,0,218
red,6,6,9,0,212
red,5,7,6,0,213
red,4,9,2,0,174
blue,8,5,8,1,240
red,7,7,8,0,228
red,11,11,13,0,222
red,4,4,5,0,211
red,3,11,4,1,182
red,7,8,8,0,220
red,5,9,2,0,174
blue,3,4,3,0,202
red,5,5,10,0,203
blue,9,4,9,1,238
red,6,7,5,0,205
blue,5,6,7,0,193
red,3,8,4,0,220
blue,7,5,5,0,251
blue,4,5,3,1,214
blue,7,4,10,1,230
blue,10,8,14,1,222
blue,4,5,4,0,223
blue,3,3,4,1,223
blue,7,4,14,0,211
red,7,9,8,0,221
red,11,7,6,0,193
red,6,7,5,0,213
red,9,9,6,0,227
red,3,8,1,0,214
blue,7,5,4,0,241
red,9,11,6,0,226
red,3,4,2,0,214
red,5,6,3,0,253
blue,6,6,5,0,216
red,5,7,6,0,191
red,1,3,0,0,215
red,8,7,11,0,179
red,2,12,3,0,196
blue,9,2,15,0,232
red,12,5,11,0,234
blue,6,7,5,1,223
blue,1,2,1,1,261
red,2,7,1,0,212
red,4,11,4,0,206
red,7,6,10,0,206
red,5,8,5,0,208
red,3,8,4,0,184
blue,7,3,9,1,208
red,4,11,5,0,227
red,4,6,1,0,255
blue,9,3,10,0,203
red,8,6,15,0,162
blue,7,4,7,1,233
blue,3,4,1,1,225
blue,2,5,3,0,243
red,3,7,2,0,217
blue,6,5,8,0,230
blue,8,4,11,1,224
blue,4,7,4,1,195
red,5,12,4,0,215
blue,5,6,2,0,221
blue,2,0,1,0,251
blue,9,6,16,0,193
red,1,14,1,0,204
blue,9,8,6,1,216
blue,6,5,11,1,208
blue,8,8,10,0,185
blue,6,7,3,0,231
red,1,2,1,0,220
blue,5,4,3,1,249
red,9,6,9,1,198
blue,9,9,5,0,227
red,11,11,11,0,213
blue,7,6,11,0,205
red,5,5,6,0,226
blue,1,2,1,1,244
blue,6,6,4,0,231
red,4,7,6,1,190
red,4,5,4,0,241
red,6,7,2,1,198
blue,6,11,8,0,232
blue,7,8,10,1,216
blue,13,9,16,1,215
blue,10,8,8,1,229
blue,10,8,8,1,212
red,9,4,9,0,249
red,2,11,2,1,193
red,5,9,9,1,238
blue,11,7,12,1,202
blue,9,7,14,1,215
red,5,2,4,1,246
red,5,7,6,0,198
blue,7,9,7,0,239
blue,9,4,9,1,240
red,5,9,4,0,231
blue,7,6,9,0,218
red,8,11,9,1,189
red,5,4,6,1,222
red,1,5,1,0,252
red,2,7,1,0,227
red,7,5,10,0,217
red,7,6,8,0,211
blue,3,3,1,0,238
red,4,10,3,0,191
blue,7,5,9,1,220
red,7,11,6,0,223
blue,6,3,7,0,216
red,9,4,11,0,224
blue,6,10,8,0,216
blue,9,6,9,0,212
blue,3,5,6,0,227
blue,6,8,10,1,182
blue,5,5,10,1,219
blue,6,2,6,1,256
blue,5,8,3,0,214
blue,7,3,7,0,209
blue,8,2,7,0,196
red,9,8,14,1,201
blue,8,1,8,0,228
red,7,11,6,0,218
red,7,10,8,0,184
red,4,11,4,1,211
red,7,3,8,1,196
blue,9,6,8,1,191
blue,8,5,12,0,203
red,6,7,3,0,215
red,3,4,4,0,241
blue,7,5,5,0,228
blue,4,2,2,0,273
blue,6,3,6,1,249
blue,7,3,10,1,207
blue,5,5,4,0,252
red,7,4,11,1,205
red,3,11,4,1,181
blue,7,7,9,0,202
blue,8,1,12,1,182
red,2,6,3,1,178
red,1,4,1,1,222
red,0,7,0,0,214
blue,10,6,9,1,225
blue,3,4,2,0,217
blue,11,7,12,1,198
blue,7,5,6,1,176
blue,3,5,2,1,226
red,3,8,4,0,167
blue,4,5,1,1,238
blue,1,1,1,0,231
blue,10,7,12,1,188
blue,5,5,7,1,226
blue,11,2,10,1,234
red,1,6,1,0,206
blue,10,5,12,1,247
blue,3,4,3,0,189
blue,13,8,20,0,242
red,5,2,8,1,243
red,6,5,8,1,231
red,3,5,4,0,216
red,4,8,3,0,216
red,7,8,7,0,201
red,1,5,2,0,180
red,4,5,5,0,222
red,4,6,3,0,227
blue,5,6,6,0,223
blue,9,8,8,0,190
blue,6,3,8,1,246
red,8,6,17,0,205
blue,12,8,17,1,202
blue,8,4,4,0,237
red,10,5,11,0,247
blue,6,2,8,0,234
red,4,5,4,0,211
blue,2,8,2,0,224
blue,14,5,12,1,250
blue,4,6,7,0,249
blue,4,4,5,1,210
blue,6,3,8,0,195
red,2,5,2,0,210
red,6,14,4,0,194
red,7,3,7,0,227
blue,4,4,5,1,187
blue,8,8,7,1,220
red,4,3,4,1,235
red,3,6,3,1,230
blue,10,2,12,1,257
blue,7,4,11,0,246
blue,7,6,9,0,207
red,4,5,3,1,219
blue,4,5,5,1,222
red,9,6,7,0,226
red,8,10,13,1,193
red,2,5,1,0,223
red,5,5,7,0,199
red,1,3,1,0,244
red,9,10,12,1,200
red,1,9,0,0,225
blue,6,4,5,0,258
blue,6,9,4,0,229
blue,12,5,10,0,208
blue,6,5,8,1,176
red,3,5,5,0,238
blue,10,10,9,0,183
blue,5,7,7,1,202
blue,9,2,8,1,219
blue,4,4,5,1,234
blue,6,3,3,1,252
blue,5,8,7,0,210
red,1,9,1,1,207
red,8,9,10,1,217
blue,11,4,15,0,228
red,4,7,4,0,202
blue,3,4,3,0,214
red,4,12,4,0,176
blue,6,4,5,0,225
blue,1,6,2,0,217
blue,9,8,13,1,207
blue,7,4,10,0,219
blue,7,12,9,0,200
red,3,5,6,0,248
blue,10,4,12,1,229
blue,7,7,8,0,219
blue,5,3,5,1,232
red,12,11,12,0,223
blue,5,6,4,0,205
red,4,6,5,0,218
blue,6,5,5,1,231
blue,6,6,2,1,241
red,12,7,17,1,216
blue,6,3,8,0,229
red,3,6,4,0,226
blue,6,8,7,1,191
red,6,8,7,1,137
red,6,5,2,0,193
red,6,7,9,0,210
red,0,5,0,0,222
red,8,1,5,0,247
red,1,6,1,0,245
blue,9,6,8,1,190
red,4,6,3,0,241
blue,8,7,10,1,248
red,4,5,7,0,236
red,5,7,5,0,220
red,5,4,8,0,242
red,3,9,5,0,218
blue,10,3,8,1,213
red,5,12,5,1,164
red,4,7,4,0,212
blue,11,8,14,0,235
red,11,7,7,0,205
blue,8,3,7,1,233
blue,8,2,7,1,254
red,8,7,9,0,204
red,7,8,8,1,226
blue,11,5,15,0,191
red,9,13,15,0,141
red,8,9,7,0,183
blue,6,2,5,1,241
red,4,3,6,1,213
red,5,4,8,1,220
red,5,3,6,0,219
blue,6,10,9,0,154
blue,6,4,7,0,244
red,4,5,4,0,203
red,4,5,6,1,228
blue,4,3,2,1,227
blue,16,4,17,1,200
red,9,4,6,1,244
blue,7,4,13,1,206
red,7,8,5,0,225
red,3,4,3,0,201
blue,7,3,5,0,216
red,2,6,0,0,223
blue,9,9,12,1,194
red,4,9,3,0,207
blue,7,3,13,0,223
blue,4,3,3,0,255
blue,1,1,0,0,246
blue,4,6,3,1,238
red,3,6,6,1,218
red,9,10,3,0,175
blue,3,7,5,0,240
red,4,12,5,0,218
red,10,11,14,0,167
red,7,6,10,1,192
red,11,10,14,1,157
blue,6,3,4,1,243
blue,4,2,4,0,242
blue,5,5,6,0,231
red,9,9,7,1,185
blue,7,7,5,0,222
blue,5,4,3,0,252
red,2,9,0,0,207
red,1,10,1,0,226
blue,4,2,1,1,232
blue,8,2,13,0,203
blue,6,6,4,1,231
blue,9,3,9,0,186
red,3,8,3,0,180
blue,7,4,10,1,220
blue,8,4,9,1,224
red,5,6,8,0,214
blue,7,6,6,0,211
blue,9,3,10,1,240
red,13,5,16,0,212
red,2,8,1,0,205
red,6,6,8,1,211
blue,4,1,4,0,255
blue,4,4,6,0,233
red,7,3,10,1,200
blue,4,8,7,1,227
red,6,4,8,0,199
blue,10,8,13,0,192
blue,11,3,14,1,212
red,4,7,3,0,204
blue,6,3,9,1,215
blue,8,8,7,1,175
red,6,10,8,0,210
blue,7,2,8,1,237
red,5,14,6,0,213
blue,7,7,6,0,244
red,5,10,4,1,253
red,4,5,4,0,237
red,2,4,1,0,233
blue,5,2,4,0,235
blue,5,5,1,0,247
red,7,5,8,1,223
red,4,3,5,1,212
blue,10,8,10,0,200
blue,6,4,5,0,220
red,4,8,7,0,193
red,6,3,7,0,222
red,4,5,2,0,217
red,10,9,19,1,201
blue,10,6,9,1,254
blue,7,7,5,1,219
blue,6,1,4,0,247
blue,7,6,9,1,197
red,9,5,7,0,222
red,4,10,7,0,183
blue,5,5,3,1,236
red,8,8,13,0,221
blue,5,3,6,0,219
red,7,3,9,1,226
red,5,10,5,0,156
red,5,12,6,0,169
blue,8,5,8,0,206
blue,13,3,14,1,225
blue,6,2,8,0,245
red,0,4,0,0,221
red,11,10,16,0,204
red,5,13,5,0,171
red,3,7,4,0,207
red,3,7,3,1,234
red,6,8,10,0,176
red,5,12,6,0,195
blue,12,5,17,1,234
blue,2,9,3,1,214
red,1,6,1,0,230
red,4,8,5,0,193
red,5,6,2,1,200
red,3,2,2,0,230
red,5,8,6,0,214
red,9,10,7,0,214
red,5,3,5,0,237
red,5,9,3,0,183
blue,13,3,8,1,235
blue,6,5,5,0,233
blue,13,5,14,1,238
blue,2,5,2,0,219
blue,2,4,3,0,225
blue,8,3,11,1,218
red,5,5,5,0,186
red,5,7,6,0,192
red,3,7,3,0,197
blue,8,3,7,0,257
blue,10,7,8,1,237
red,5,6,6,1,200
red,3,8,4,0,205
red,2,5,1,1,218
red,5,12,7,0,195
red,10,6,11,1,216
red,5,4,4,0,246
blue,11,4,10,0,243
red,7,9,6,0,223
blue,5,3,5,1,224
red,6,10,5,0,176
red,12,9,11,0,190
blue,6,9,7,1,238
blue,11,9,12,1,221
red,2,7,4,0,203
red,7,4,7,1,215
blue,13,10,7,0,185
red,4,5,3,0,242
red,6,4,10,0,241
red,7,8,9,0,206
blue,6,1,6,1,262
blue,7,3,6,1,248
blue,2,8,3,0,264
red,6,9,6,0,187
blue,7,3,6,0,222
red,1,9,1,0,173
blue,6,7,3,0,238
blue,6,5,5,0,257
blue,8,0,6,0,244
blue,8,5,8,1,171
red,8,4,6,1,267
blue,12,7,12,0,225
blue,8,7,10,1,185
red,6,4,7,0,238
red,8,10,13,1,244
red,3,7,2,1,220
blue,7,9,8,0,187
red,5,9,3,0,203
red,6,10,7,0,179
blue,7,6,9,0,207
red,7,2,11,0,209
red,3,4,5,0,231
red,2,12,2,0,183
blue,8,1,10,0,232
red,3,11,2,0,192
blue,5,8,4,0,214
red,4,8,3,1,245
blue,6,4,5,0,260
red,5,13,2,0,214
red,6,9,7,0,196
blue,8,3,7,1,179
red,3,2,4,1,211
red,8,10,11,0,185
red,13,8,12,1,186
red,5,4,7,0,239
red,6,0,7,0,226
blue,1,7,1,0,236
red,6,9,8,1,221
blue,10,2,14,1,242
red,3,7,5,0,241
red,7,7,6,1,192
red,5,8,3,0,223
blue,13,9,13,1,224
red,5,5,7,0,222
blue,9,8,9,0,214
blue,4,4,4,1,251
blue,6,5,8,1,240
blue,5,7,7,1,231
blue,4,9,7,0,171
red,2,4,2,0,214
red,6,5,10,0,219
red,3,9,4,0,207
blue,2,6,1,1,180
blue,7,7,7,0,223
blue,7,9,8,0,197
blue,2,3,2,1,234
red,7,5,11,0,181
red,7,7,4,0,205
red,10,9,8,1,195
red,2,9,0,1,203
red,3,9,2,0,171
red,5,6,5,0,239
blue,11,6,15,1,207
blue,5,7,6,1,242
red,6,8,10,0,233
red,5,10,7,0,202
red,13,6,14,1,179
blue,11,4,14,0,234
red,5,6,3,0,224
red,8,6,9,1,195
blue,3,2,2,0,199
blue,10,9,7,0,159
red,8,4,10,0,211
blue,9,3,14,1,201
blue,4,7,5,0,232
blue,6,6,12,0,233
red,9,5,14,0,182
red,4,2,3,0,225
red,3,6,3,0,195
blue,14,3,8,1,226
blue,2,2,3,1,253
red,4,8,7,0,212
blue,8,3,7,1,244
red,7,6,5,0,219
red,3,8,4,0,218
red,3,8,3,0,202
red,2,9,2,0,228
red,4,7,3,0,222
red,4,6,2,0,247
blue,7,8,6,0,241
blue,6,6,6,0,218
red,6,3,4,0,242
red,3,12,5,0,211
red,10,3,11,0,236
red,7,13,11,0,180
blue,14,10,24,1,220
blue,10,3,8,0,248
red,9,9,14,0,174
red,11,6,17,1,200
blue,5,6,5,1,179
red,5,11,5,0,208
blue,17,9,29,0,209
red,6,9,8,0,177
blue,3,4,6,0,198
blue,8,6,4,1,215
red,7,15,5,0,208
red,5,4,6,0,175
blue,4,7,6,0,225
blue,8,6,5,0,232
blue,6,1,6,0,239
red,5,5,6,0,245
blue,9,5,6,0,205
blue,6,7,5,0,173
red,5,4,4,0,242
red,3,7,3,1,226
red,4,5,4,1,235
red,7,5,10,0,223
blue,7,6,10,0,195
red,10,4,12,0,175
red,5,13,2,0,221
red,3,6,3,0,200
blue,8,4,13,1,194
red,8,6,11,0,219
red,3,12,2,0,223
blue,6,3,6,1,248
red,10,12,7,0,202
red,2,11,2,0,200
red,8,3,8,1,229
red,8,8,8,0,218
blue,4,4,5,1,226
red,10,10,11,1,218
blue,6,6,2,0,190
red,6,6,7,0,203
red,1,12,1,0,210
blue,5,3,5,0,242
red,3,4,2,0,222
red,1,8,0,0,237
blue,6,5,7,0,216
red,7,7,4,0,193
blue,6,7,6,0,208
blue,5,5,5,1,256
blue,4,8,6,1,208
red,2,7,2,0,237
red,4,5,6,0,228
blue,9,6,11,1,227
red,7,11,7,0,166
blue,7,1,12,1,216
blue,5,2,4,1,224
blue,8,4,12,0,232
red,3,7,3,0,225
blue,12,6,17,1,210
blue,6,3,6,0,191
blue,10,3,11,1,222
red,2,10,1,0,194
blue,4,8,4,0,233
blue,10,5,6,1,235
red,2,12,2,0,202
red,5,9,5,0,199
blue,3,3,3,1,248
blue,4,4,3,0,228
red,2,4,1,0,240
red,6,10,7,1,187
blue,10,3,15,1,224
blue,5,7,4,1,205
red,3,5,3,0,250
blue,3,5,2,0,218
red,8,7,10,0,188
red,6,8,8,0,229
blue,5,7,5,0,244
red,8,8,14,0,191
red,3,5,5,0,208
red,3,9,4,0,208
blue,5,2,5,1,225
red,8,5,12,1,217
blue,6,5,7,0,225
blue,11,3,13,0,206
blue,4,4,6,0,231
red,6,11,3,0,203
blue,8,3,8,1,230
red,6,6,5,1,225
blue,9,3,17,1,257
blue,3,6,2,1,222
red,7,5,6,1,224
red,5,5,7,0,225
blue,9,5,12,0,235
red,2,4,1,0,252
blue,8,4,8,1,257
red,7,7,6,1,244
red,5,6,3,0,230
red,5,8,3,0,238
blue,3,5,3,1,220
blue,11,7,11,0,237
blue,11,2,20,0,239
blue,9,5,9,0,183
red,3,9,5,0,245
red,5,9,6,1,230
blue,6,4,4,0,229
red,4,3,7,0,231
blue,7,9,7,0,228
red,3,6,3,1,237
red,5,10,6,1,146
blue,1,0,1,0,269
blue,6,4,9,0,210
red,3,6,4,0,212
red,0,4,0,0,229
blue,6,7,4,0,200
red,9,6,8,0,191
blue,8,1,9,1,256
blue,9,7,10,0,223
blue,13,7,13,1,232
red,3,6,3,0,200
blue,2,2,2,0,238
red,4,5,4,1,247
red,6,6,8,1,239
blue,13,1,15,1,230
red,9,8,12,0,251
blue,15,3,14,1,221
red,7,8,7,0,212
red,2,6,2,0,231
red,3,7,5,0,237
red,10,7,7,0,241
red,3,8,2,0,206
blue,12,7,17,0,211
blue,9,7,8,1,224
red,5,8,4,0,184
red,8,5,6,1,252
blue,6,4,6,1,208
red,3,8,5,0,198
blue,6,5,3,0,212
blue,9,3,13,0,246
red,3,6,2,0,251
blue,7,8,9,0,227
red,5,12,9,0,199
blue,8,7,4,0,210
blue,7,7,6,0,214
blue,7,3,6,0,219
red,3,4,4,0,251
blue,4,8,2,1,209
red,6,4,7,0,204
red,6,10,8,0,223
blue,4,5,3,0,238
red,8,3,14,1,242
red,5,10,5,1,208
red,7,5,9,0,197
red,9,8,8,0,219
blue,11,2,9,1,252
blue,10,8,22,0,247
blue,5,5,7,0,228
blue,5,2,5,1,227
blue,4,6,6,0,214
blue,7,7,8,1,211
red,4,6,7,0,202
red,7,9,4,0,221
red,6,6,9,0,208
red,3,4,0,0,224
red,8,4,10,0,192
blue,6,8,7,0,186
blue,5,5,4,0,221
blue,6,10,5,0,215
blue,6,2,9,1,243
red,7,13,3,1,222
red,5,15,5,0,168
blue,7,6,8,0,196
red,6,5,5,0,202
red,6,7,8,0,237
blue,9,2,14,0,232
red,5,5,10,1,260
red,5,2,8,1,251
blue,10,5,6,0,222
red,10,8,16,0,210
red,8,12,8,1,176
red,13,7,10,1,213
red,4,1,5,1,249
blue,6,2,5,0,256
blue,12,1,10,0,231
red,6,11,8,0,183
red,4,7,6,0,207
blue,8,8,9,0,181
blue,4,4,3,0,255
red,3,6,4,1,226
red,2,10,3,0,199
blue,7,8,8,0,221
red,6,10,8,0,191
red,5,5,5,1,200
blue,8,8,4,0,235
red,7,14,10,0,182
blue,9,6,10,0,219
red,5,8,6,0,207
red,2,4,1,0,205
blue,4,4,3,0,237
blue,4,4,2,0,203
red,7,14,5,0,207
blue,6,2,8,1,226
red,6,11,8,0,196
red,1,10,1,0,233
blue,6,9,3,1,235
red,4,11,9,0,213
blue,10,2,13,1,212
blue,11,9,9,0,239
red,7,3,9,1,230
red,9,10,10,1,204
blue,6,2,6,1,243
red,8,10,13,0,204
blue,10,9,9,1,177
blue,13,2,9,0,264
red,3,11,3,0,194
red,7,8,8,0,183
blue,17,5,25,0,237
blue,8,6,12,1,242
blue,3,6,1,0,240
red,7,6,6,0,236
blue,5,8,3,0,230
red,5,6,6,0,211
blue,8,7,8,0,186
blue,7,4,6,0,221
blue,4,2,3,1,242
red,1,9,1,0,205
red,2,8,2,0,152
blue,10,3,16,1,211
red,8,5,7,1,198
blue,7,5,14,0,222
red,6,6,4,0,230
red,13,7,19,1,207
red,5,6,6,0,174
red,3,4,2,0,221
blue,6,8,7,0,219
blue,11,9,10,1,161
red,3,9,3,0,195
blue,9,4,7,0,250
red,3,3,2,1,221
blue,3,2,3,1,212
blue,7,7,7,0,168
blue,4,4,4,0,211
blue,7,7,5,0,216
red,2,5,1,0,220
blue,4,7,4,0,200
blue,5,13,5,0,219
red,4,8,5,0,180
red,2,6,3,1,210
red,5,3,6,1,223
red,2,6,3,0,234
blue,4,3,3,1,244
red,6,6,7,1,231
blue,13,4,7,1,229
blue,3,5,3,1,233
red,8,7,7,0,242
red,10,5,14,0,222
blue,5,7,9,0,236
red,3,5,4,1,251
red,3,13,3,0,209
blue,8,9,12,1,197
blue,7,4,8,1,171
blue,6,4,5,1,227
blue,5,2,3,0,259
blue,10,2,13,1,209
red,2,3,5,1,214
red,12,5,9,0,174
blue,8,6,9,1,246
red,6,6,5,0,250
blue,11,6,10,0,220
red,4,4,6,0,244
red,2,6,2,0,185
blue,13,10,15,0,229
red,7,6,8,1,204
red,3,9,4,1,207
red,5,9,5,1,210
blue,8,6,12,1,210
red,5,12,5,1,203
red,6,15,7,0,165
blue,3,3,2,1,249
red,6,4,5,0,225
blue,8,5,7,0,207
red,1,5,2,0,197
blue,11,9,11,0,162
red,1,7,3,0,172
blue,9,9,7,0,217
red,9,6,8,0,212
red,2,4,1,0,215
red,5,6,7,1,208
blue,5,3,10,1,211
red,5,8,1,0,195
blue,4,5,5,0,215
red,7,8,7,1,174
blue,8,4,7,0,219
red,8,8,12,0,157
blue,6,7,10,1,236
blue,5,2,3,1,250
red,10,4,11,1,202
red,4,6,3,0,210
blue,7,7,9,0,217
red,5,6,4,0,222
blue,8,4,8,0,232
blue,9,6,10,0,186
blue,8,5,7,1,208
red,5,6,7,0,202
red,6,9,6,1,211
blue,16,9,11,1,223
red,5,5,3,1,229
red,5,2,5,1,247
blue,5,2,3,0,225
red,9,15,8,1,178
red,11,5,13,0,207
red,3,8,2,1,188
blue,10,11,13,0,173
red,7,8,9,0,196
red,12,11,12,0,179
red,0,12,0,0,151
red,3,5,5,0,209
red,8,4,18,0,222
blue,15,11,13,0,195
blue,3,1,3,0,249
red,2,11,5,0,207
blue,9,8,9,0,225
blue,7,3,12,1,165
red,6,8,11,0,200
red,5,6,3,0,232
red,3,12,3,0,201
blue,5,6,4,0,202
blue,8,9,15,0,209
blue,9,2,13,0,259
blue,6,5,5,0,198
blue,11,5,18,1,205
blue,8,3,6,0,234
blue,4,0,3,1,211
red,5,4,4,0,232
red,5,5,5,1,198
blue,7,3,6,0,228
red,7,9,6,0,162
red,6,10,7,0,210
red,3,9,2,0,225
blue,4,1,10,1,229
red,4,6,2,0,205
blue,4,7,4,0,260
blue,9,5,7,0,239
blue,7,2,11,1,200
blue,8,4,7,0,234
red,2,6,3,0,236
red,6,6,4,0,217
red,11,8,9,0,196
red,3,7,2,1,224
blue,4,9,1,0,179
red,6,8,7,0,221
blue,5,2,5,1,223
blue,8,8,4,0,248
red,5,2,4,0,221
blue,8,2,10,0,232
red,6,7,8,1,202
blue,7,4,3,1,233
blue,4,5,2,1,233
red,11,8,17,0,189
red,3,6,3,0,224
blue,8,5,5,1,193
red,8,8,6,1,210
red,5,8,6,0,199
red,0,3,0,0,223
blue,3,8,4,0,214
red,8,4,11,1,196
blue,10,6,11,0,222
red,1,3,1,0,235
red,10,7,8,0,241
red,6,7,6,0,240
red,6,7,4,0,200
red,3,12,4,0,185
blue,9,6,10,1,218
red,2,9,3,0,204
red,6,12,6,0,223
red,8,8,4,0,216
red,3,5,2,1,187
blue,9,8,12,1,205
blue,9,3,9,0,245
red,7,5,8,0,202
blue,4,9,5,1,198
blue,5,4,4,1,237
blue,16,0,17,1,245
blue,10,7,7,0,220
blue,7,8,6,0,234
blue,6,4,11,0,238
blue,9,8,13,0,199
red,3,5,3,0,216
red,10,7,5,1,204
red,5,3,6,1,227
blue,2,9,1,0,222
blue,4,4,4,1,241
blue,8,5,11,0,223
red,6,5,14,1,231
red,3,3,3,0,204
blue,8,3,9,1,227
blue,1,3,2,0,256
red,5,6,4,0,253
blue,7,11,10,0,215
blue,13,3,13,0,192
red,8,7,5,0,184
blue,7,10,7,1,220
red,6,5,6,0,212
red,1,11,0,0,200
blue,12,2,11,0,231
blue,7,6,10,1,196
blue,4,4,8,0,221
red,5,7,2,0,229
blue,3,10,4,1,206
red,8,6,10,0,193
blue,9,4,12,1,202
red,3,8,4,0,241
blue,6,6,9,0,218
blue,2,6,2,0,229
red,5,10,4,0,200
blue,6,6,9,0,198
red,8,8,9,1,201
red,3,15,3,0,197
blue,7,3,7,0,225
red,5,4,6,1,236
blue,7,3,11,0,239
blue,5,6,4,1,181
blue,5,2,6,0,219
blue,6,5,6,1,209
blue,6,5,6,0,213
red,7,2,6,0,201
red,6,7,13,0,199
red,8,6,9,0,201
blue,10,2,12,1,196
red,3,5,2,0,204
red,5,5,5,1,251
red,8,5,13,0,218
blue,6,6,3,0,230
red,4,9,3,0,211
blue,8,8,5,0,216
blue,9,8,13,0,203
blue,5,6,9,1,219
red,9,4,10,1,187
blue,11,5,12,1,222
blue,9,11,11,0,182
blue,4,2,4,0,227
red,10,8,7,0,237
red,1,12,0,0,201
blue,7,11,7,0,216
blue,7,2,8,0,232
blue,5,5,7,0,210
red,2,2,2,0,260
red,5,9,3,0,205
red,7,6,7,0,213
blue,2,4,1,0,234
blue,8,3,6,0,192
red,6,9,4,0,170
red,2,4,3,0,201
blue,4,2,4,0,232
blue,0,3,0,0,229
red,5,10,5,0,210
blue,11,5,14,0,231
blue,7,9,8,0,204
red,7,8,5,0,242
blue,4,8,4,0,204
red,5,10,6,0,200
red,7,6,8,1,209
blue,5,10,8,1,228
blue,9,7,13,1,221
blue,4,9,4,0,200
red,2,4,1,0,235
red,11,5,10,0,180
red,2,5,2,0,230
red,6,7,7,0,213
blue,5,2,5,1,217
blue,12,4,13,1,207
blue,7,2,3,1,226
red,6,13,8,0,175
red,5,6,6,0,198
red,2,3,5,0,178
red,3,9,4,0,190
blue,9,8,15,0,225
red,0,6,0,0,234
red,4,5,5,1,205
blue,8,1,11,0,221
blue,8,1,5,1,247
red,9,8,9,1,193
red,6,14,7,1,204
red,4,9,3,0,240
red,2,5,2,0,216
blue,0,5,0,0,249
blue,7,7,6,0,198
blue,12,5,9,0,243
red,5,6,4,0,214
blue,8,8,11,1,229
blue,5,3,5,0,222
blue,11,7,16,1,232
red,7,5,8,0,215
blue,8,7,14,1,174
red,9,10,9,0,209
red,6,7,4,1,220
blue,10,6,12,0,226
blue,9,7,14,0,211
red,6,9,8,0,204
blue,3,2,2,0,232
red,2,9,2,0,228
blue,5,2,11,1,247
blue,3,5,4,1,245
red,11,6,12,1,235
blue,6,8,4,1,232
blue,11,8,11,0,195
red,1,4,1,0,234
blue,6,2,4,1,208
red,5,10,3,0,216
blue,10,8,12,1,179
red,3,1,4,0,257
blue,8,4,4,1,233
red,3,6,2,0,204
red,5,10,8,0,208
blue,3,7,5,0,235
red,8,4,10,1,235
blue,6,6,6,1,231
blue,15,9,22,1,230
blue,13,5,18,1,236
blue,14,6,11,1,200
blue,5,0,5,1,244
blue,13,5,11,0,270
red,5,2,5,0,243
red,4,4,5,0,206
red,4,5,6,1,229
red,7,8,6,0,206
red,5,9,7,0,208
red,2,8,1,0,215
red,6,10,12,1,228
blue,5,7,4,1,236
blue,13,5,9,1,191
red,5,2,6,1,238
red,2,3,4,0,207
blue,9,6,8,1,201
red,3,3,4,0,228
red,1,10,0,0,214
blue,8,4,11,1,221
blue,11,7,10,0,235
red,8,9,13,0,236
blue,6,3,3,0,228
blue,11,9,9,1,214
blue,6,3,7,0,243
red,4,11,5,0,214
red,3,6,5,0,199
blue,11,5,12,0,201
blue,12,9,11,0,217
blue,5,4,5,1,226
red,6,8,6,0,167
blue,3,0,3,1,218
blue,9,6,10,0,194
red,9,6,15,1,222
blue,8,4,9,1,244
red,7,14,11,0,90
red,7,11,10,0,202
blue,6,4,5,0,211
blue,10,8,6,0,223
red,11,9,13,0,211
blue,7,8,2,1,228
blue,7,2,9,0,242
blue,6,13,5,1,181
red,5,9,3,1,217
blue,6,9,8,0,211
blue,11,9,11,1,180
red,6,6,4,0,214
blue,10,0,7,0,224
red,8,4,5,0,247
blue,3,5,3,1,222
red,3,4,4,0,196
blue,5,2,9,1,246
blue,7,8,5,0,209
red,3,7,4,0,218
blue,11,11,7,0,198
blue,11,9,17,0,193
red,6,4,8,0,244
blue,6,2,6,1,228
red,3,6,1,0,244
blue,4,3,5,1,191
blue,2,3,3,0,196
blue,7,7,6,0,217
red,2,7,2,0,194
blue,3,7,0,0,176
blue,13,11,8,1,203
blue,10,7,6,1,208
blue,6,7,4,0,215
red,8,9,9,0,200
red,9,10,10,0,215
red,3,10,2,0,214
red,5,4,5,0,240
red,4,6,2,0,229
